card_id,card_name,mana_cost,strength,health,duration ,starting_power,card_text,violet,red,keywords,card_type,
405,Cloaker,2,2,2,,,"Stealth.
When revealed from stealth, gain first strike until end of turn.",FALSE,FALSE,Stealth,creature,
406,Stalin,1,,,,,"Activates when your opponent gains mana higher than their mana cap.
At the start of your next turn, gain mana equal to the highest mana overflow they reached.",FALSE,FALSE,,trap,
407,Invisible Woman,3,1,1,,,"Stealth
When one of your creatures is revealed from Stealth, it gains +1/+1 permanently.",TRUE,FALSE,Stealth,creature,
408,Mysterio,2,2,2,,,"Stealth. Legion 2 (activates when unstealthed)
Tap: Choose a creature you control, gain mana equal to its cost minus one. That creature enters Stealth.",FALSE,FALSE,"Stealth, Legion 2",creature,
409,Venom Snake,5,4,4,,,"Stealth.
When a creature you control is destroyed, you may burn that creature to unstealth Venom Snake for two less mana.",FALSE,FALSE,Stealth,creature,
410,Luna Snow,3,2,2,,,"Cryophilic.
Tap: Gain HP equal to Luna Snow's strength.",TRUE,TRUE,Cryophilic,creature,
411,Shatter,3,,,,,Destroy a frozen creature.,FALSE,FALSE,,spell,
412,Shinra,2,2,2,,,Haste. Burn.,FALSE,FALSE,"Haste, Burn",creature,
413,Arthur,4,3,3,,,Burn 2. First Strike.,FALSE,TRUE,"Burn 2, First Strike",creature,
414,Maki,3,3,3,,,"Burn 2
Burn a card in your hand: Summon two Fire Spirits (T45)",TRUE,FALSE,Burn 2,creature,
415,Mesugaki,2,1,1,,,"Taunt
Cannot be blocked by creatures that cost 3 mana or less.",FALSE,TRUE,Taunt,creature,
416,Ame,4,3,3,,,"Deathtouch. Poison.
At the start of your turn, Ame transforms into OMGKawaiiAngel (T46)",TRUE,TRUE,"Deathtouch, Poison",creature,
417,Flowey,1,4,4,,,At the end of your turn take two damage or Flowey is destroyed.,FALSE,FALSE,,creature,
418,Aru,4,0,4,,,Blast 3,TRUE,TRUE,Blast 3,creature,
419,Loli God Requiem,7,,,,,"When played, keep this spell as a permanent.
All creatures you control that cost 2 or less mana gain +3/+3",FALSE,TRUE,,spell,
420,Sprigatito,2,,,,,When this creature would untap you must pay two mana or it does not (after mana refill).,FALSE,FALSE,,attachment ,
421,Infernape,4,4,4,,,"Burn
When Infernape is blocked, targeted player burns 4.",FALSE,TRUE,Burn,creature,
422,Kid Rex,6,6,4,,,"Haste. Reach. Double Strike.
Any damage dealt to Kid Rex is permanent.",FALSE,FALSE,"Haste, Reach, Double Strike",creature,
423,Timberlands,2,,,,,"Activates when an opponent's trap activates.
Counter that trap, they still pay the mana cost.",FALSE,FALSE,,trap,
424,Wondrous Wisdomball,2,,,,,"When played for the first time, keep this spell as a permanent.
At the start of your turn, roll a D6. On a roll of at least a five, gain a random piece of helpful advice.
Each subsequent cast of this spell upgrades the permanent by reducing the required roll by one, but costs two additional mana to cast.",TRUE,TRUE,,spell,
425,FUKKIRETA,3,,,,,"Choose another player. 
You and that player draw two cards and gain five health.",TRUE,TRUE,,spell,
